hypernym(00260881,00260622).
derivationally_related_form(07311115,01841079).
hypernym(09826605,09826204).
derivationally_related_form(05826291,00667224).
hypernym(07758407,07705931).
derivationally_related_form(03968728,00465634).
derivationally_related_form(06582403,03103198).
hypernym(00570694,00109660).
similar_to(00130778,00131018).
hypernym(02560164,02506546).
member_meronym(12314315,12315818).
derivationally_related_form(00894552,01723224).
hypernym(00092690,00205046).
hypernym(01743223,01656813).
hypernym(05227209,05225602).
derivationally_related_form(01739814,10078806).
derivationally_related_form(04743024,00691944).
has_part(05269901,05472032).
has_part(05540513,05541872).
has_part(05289861,05290756).
member_meronym(02199712,02203739).
hypernym(04100994,03124700).
has_part(12164656,07755929).
derivationally_related_form(09957156,06216160).
derivationally_related_form(01277974,00406612).
derivationally_related_form(01076046,02680814).
hypernym(06294441,06286395).
hypernym(13004160,11592146).
derivationally_related_form(02160552,04953954).
derivationally_related_form(00482893,00185104).
hypernym(11629501,11553763).
derivationally_related_form(04046810,01954559).
instance_hypernym(08727230,08524735).
instance_hypernym(01277755,00953559).
hypernym(14709265,14991927).
has_part(03837422,02848523).
hypernym(09397607,09225146).
derivationally_related_form(05772215,02983097).
derivationally_related_form(02144243,06447897).
derivationally_related_form(01257612,04629604).
derivationally_related_form(01340439,00147595).
hypernym(00725274,01767949).
verb_group(00443116,00443384).
derivationally_related_form(07200813,00814850).
has_part(11890507,07733005).
hypernym(05426243,05267548).
hypernym(10304914,10136959).
member_of_domain_usage(07073447,02637202).
has_part(01311520,01298573).
hypernym(02221414,02219486).
hypernym(10176111,10412055).
derivationally_related_form(02855089,02101046).
member_meronym(11911591,11928549).
derivationally_related_form(02661574,08578517).
hypernym(01481599,08103777).
derivationally_related_form(10098245,03372029).
derivationally_related_form(02179518,11480930).
derivationally_related_form(00459296,00555648).
hypernym(12691834,11585340).
derivationally_related_form(07412310,02162947).
synset_domain_topic_of(08036005,00759694).
has_part(15169873,15157041).
member_meronym(01584004,01585890).
hypernym(09709001,09708405).
hypernym(07188685,07186828).
hypernym(09771664,00007846).
derivationally_related_form(00748282,01127623).
has_part(05301908,05302499).
synset_domain_topic_of(08095160,08441203).
hypernym(00985921,00984609).
hypernym(07821919,07809368).
derivationally_related_form(02172127,07379963).
member_of_domain_usage(06851742,02668093).
member_meronym(12876032,12881429).
hypernym(05635841,05638987).
hypernym(07713074,07710007).
derivationally_related_form(07884567,00139908).
hypernym(07416107,07415730).
hypernym(12545635,13118707).
hypernym(10525436,10309896).
derivationally_related_form(01462468,02850732).
has_part(06461077,06437824).
synset_domain_topic_of(08330298,08441203).
derivationally_related_form(04836268,01826060).
hypernym(00954086,00952963).
synset_domain_topic_of(09546453,15259284).
derivationally_related_form(01721754,10286539).
hypernym(02446164,02413480).
hypernym(06611376,06611681).
member_meronym(12026764,12027222).
hypernym(04737234,04735929).
derivationally_related_form(00491689,13660178).
member_meronym(01681812,01681940).
member_meronym(01389188,01389875).
has_part(08709038,08987423).
hypernym(00416409,00415676).
hypernym(07787715,07783210).
hypernym(10506915,09942970).
hypernym(04110955,03738472).
derivationally_related_form(14989820,00287258).
hypernym(11967572,11579418).
member_meronym(12637729,12647560).
hypernym(05194874,05194151).
derivationally_related_form(02117649,05896733).
derivationally_related_form(02125032,00883139).
instance_hypernym(10550673,10408552).
hypernym(13451804,13461162).
derivationally_related_form(02482425,00220522).
derivationally_related_form(00901651,07217349).
derivationally_related_form(00350104,00242003).
derivationally_related_form(07181043,02701775).
hypernym(02815600,04338359).
derivationally_related_form(01104637,01685601).
hypernym(01687401,01686956).
derivationally_related_form(04980656,01053144).
member_meronym(02621107,02621419).
derivationally_related_form(00599992,05755883).
member_meronym(09439433,09394007).
hypernym(09953178,09931640).
hypernym(01622352,01621127).
derivationally_related_form(02603699,01932973).
derivationally_related_form(01088547,10745332).
derivationally_related_form(00618057,00076563).
derivationally_related_form(00298556,08623927).
instance_hypernym(08713655,08574314).
derivationally_related_form(01665638,09963320).
hypernym(05073131,05072911).
member_meronym(11804604,11817000).
hypernym(02424909,02424695).
member_meronym(11945228,11945367).
derivationally_related_form(00380696,00394813).
derivationally_related_form(00720808,05805277).
member_meronym(11856981,11858406).
derivationally_related_form(00814850,10510546).
synset_domain_topic_of(08046346,00759694).
hypernym(12556656,12556307).
hypernym(10476086,09630641).
derivationally_related_form(04187233,01336635).
hypernym(01075164,01072949).
derivationally_related_form(00775156,10498422).
derivationally_related_form(01362736,10393909).
derivationally_related_form(09876701,08075388).
derivationally_related_form(00701040,13555446).
hypernym(00539546,01628449).
hypernym(05464685,05238036).
hypernym(09199341,09272085).
hypernym(12149144,12147226).
member_of_domain_usage(06845599,03612378).
derivationally_related_form(01643464,00935940).
hypernym(00889026,00888786).
derivationally_related_form(01874568,11527967).
derivationally_related_form(00940384,00943363).
derivationally_related_form(05775081,00917772).
derivationally_related_form(04827652,02037272).
derivationally_related_form(10765189,01268112).
hypernym(00970645,00955060).
hypernym(03380867,03122748).
instance_hypernym(11287964,10323182).
derivationally_related_form(02507736,14446878).
hypernym(00318186,00317207).
hypernym(06977434,06976392).
hypernym(00945777,00945401).
synset_domain_topic_of(01481027,00452293).
derivationally_related_form(05196582,02539334).
hypernym(05587288,05585665).
derivationally_related_form(10501203,00808671).
has_part(02512053,02465929).
hypernym(00364629,00140123).
member_meronym(12761471,12762049).
hypernym(02109645,02121511).
hypernym(00733317,00732746).
derivationally_related_form(00764032,07177924).
instance_hypernym(11132245,10566072).
member_of_domain_region(08780881,09920106).
hypernym(02098458,02035919).
has_part(08822855,09429934).
has_part(03082979,03084204).
derivationally_related_form(01604251,00299680).
hypernym(00995838,00993014).
member_meronym(02083038,02120387).
synset_domain_topic_of(01706889,00543233).
derivationally_related_form(14544672,00101277).
hypernym(02617402,01432517).
member_of_domain_usage(06845599,03774673).
hypernym(00341548,00331950).
hypernym(11859981,11573660).
hypernym(14792703,14944888).
derivationally_related_form(00766418,07245125).
instance_hypernym(11011764,09765278).
synset_domain_topic_of(00739850,08441203).
derivationally_related_form(00570694,00057486).
hypernym(08639776,08497294).
has_part(09382990,09481958).
also_see(01148283,00999817).
derivationally_related_form(13949802,00660381).
hypernym(02243562,02241799).
derivationally_related_form(02678438,00582868).
hypernym(13622591,13615557).
instance_hypernym(09417560,09411430).
synset_domain_topic_of(08031663,00759694).
has_part(03489162,03485997).
hypernym(12039743,11555413).
hypernym(02851099,04014297).
hypernym(14894481,14894140).
hypernym(12805561,12805146).
hypernym(00249852,00250181).
derivationally_related_form(00788766,01165579).
member_meronym(01594157,01594611).
derivationally_related_form(04568841,01672168).
derivationally_related_form(03231912,02071457).
derivationally_related_form(01370561,00136329).
derivationally_related_form(14493716,02317970).
member_meronym(12659730,12671157).
hypernym(00316460,00315986).
derivationally_related_form(03005769,00169458).
member_meronym(12039743,12072419).
member_meronym(12734446,12738859).
hypernym(01146288,01145359).
member_of_domain_region(09372504,09022831).
member_meronym(01377906,01378137).
hypernym(13629676,13601596).
instance_hypernym(11261483,10650162).
derivationally_related_form(08264897,02716767).
hypernym(00612160,00610373).
hypernym(07886057,07884567).
hypernym(05371663,05418717).
derivationally_related_form(01213614,00775286).
also_see(00103696,00428404).
hypernym(01382083,01380638).
hypernym(03658858,03568117).
derivationally_related_form(01186578,10265532).
member_meronym(01817424,01818959).
derivationally_related_form(10682380,01011031).
derivationally_related_form(01848718,00042757).
instance_hypernym(09132778,08524735).
hypernym(05582859,05267548).
derivationally_related_form(00604694,10665698).
member_meronym(11529603,11534434).
has_part(09141526,09405949).
derivationally_related_form(00041188,02418421).
has_part(03636649,03194812).
hypernym(06934389,06934132).
derivationally_related_form(00461354,04982478).
instance_hypernym(11168974,09931640).
derivationally_related_form(00841628,01191838).
hypernym(02609169,01432517).
hypernym(09639237,07967982).
member_meronym(02298833,02299378).
has_part(05321307,05326624).
derivationally_related_form(08456993,00277659).
member_meronym(12815925,12816359).
synset_domain_topic_of(03651947,00314469).
derivationally_related_form(00990655,09769345).
derivationally_related_form(03933529,02085742).
member_meronym(08095647,09682291).
hypernym(10129338,10129825).
synset_domain_topic_of(08041484,00759694).
hypernym(06582761,06584891).
hypernym(09510904,09505418).
also_see(02274253,00289082).
derivationally_related_form(07443010,00334803).
derivationally_related_form(13960117,00625774).
instance_hypernym(11183955,10391653).
instance_hypernym(08919241,08524735).
hypernym(01610426,01507175).
member_meronym(11811308,11811473).
derivationally_related_form(01719921,09765278).
verb_group(00583242,00583523).
hypernym(02708711,03574816).
hypernym(02844714,04295081).
member_meronym(12469936,12470512).
derivationally_related_form(00331082,14948645).
hypernym(00924873,00631737).
derivationally_related_form(05301908,01432474).
hypernym(14491271,14488317).
derivationally_related_form(01969601,07375781).
hypernym(12449526,12449296).
hypernym(01543731,01543123).
derivationally_related_form(02146790,01048912).
hypernym(12943302,11585340).
hypernym(02451575,00015388).
derivationally_related_form(00201407,06722186).
derivationally_related_form(02074677,00060201).
hypernym(05773923,05772356).
derivationally_related_form(10478626,02642238).
derivationally_related_form(00090779,02199590).
synset_domain_topic_of(05667951,06151693).
hypernym(02672371,03679384).
derivationally_related_form(00698855,06511874).
hypernym(10075299,10633450).
has_part(05219724,05514905).
verb_group(02658283,02657219).
synset_domain_topic_of(01042242,08083599).
synset_domain_topic_of(05987650,08083599).
derivationally_related_form(00535452,13864965).
hypernym(01007495,00740577).
derivationally_related_form(01431230,00854000).
hypernym(09649926,09647834).
has_part(09095023,09306031).
derivationally_related_form(13450206,00377002).
derivationally_related_form(04629194,00856860).
derivationally_related_form(10151570,02439732).
hypernym(00776732,00780889).
member_of_domain_region(09048880,07689003).
synset_domain_topic_of(00228858,06084469).
derivationally_related_form(08459252,00660571).
hypernym(10655169,10241300).
hypernym(12526380,11585340).
hypernym(02219901,01762525).
derivationally_related_form(00864159,06201042).
hypernym(09840639,09807754).
has_part(08766988,08771116).
member_meronym(01970342,01970502).
hypernym(02449183,02622234).
hypernym(08191987,08337324).
derivationally_related_form(01583656,01149480).
hypernym(04039848,03733925).
derivationally_related_form(00981083,06732013).
hypernym(13865483,00027807).
hypernym(00918383,00916464).
hypernym(01864865,01831531).
derivationally_related_form(13913566,01624568).
derivationally_related_form(01884974,00348008).
